"Name","State","Notes","User","Tags","Created","Runtime","Sweep","beta","dataset","gamma","load_trained_model","meta_batch_size","meta_lr","mnist_pixels_to_permute_test","mnist_pixels_to_permute_train","n_epochs","n_shots","n_test_epochs","n_ways","per_task_lr","reset_clf_on_meta","seed","test_adapt_steps","train_adapt_steps","train_sample_size","test_accuracy","test_loss"
"absurd-sweep-681","finished","-","liorf","","2022-05-07T18:48:30.000Z","142","e4hlnb4l","50","mnist","5","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.28000000715255735","1.595238161087036"
"worthy-sweep-680","finished","-","liorf","","2022-05-07T18:45:34.000Z","171","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.2184000074863434","1.7134721517562863"
"robust-sweep-679","finished","-","liorf","","2022-05-07T18:42:55.000Z","156","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.1929999992251396","1.7325909376144408"
"chocolate-sweep-678","finished","-","liorf","","2022-05-07T18:40:27.000Z","145","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.1626666694879532","1.7930883884429931"
"devout-sweep-677","finished","-","liorf","","2022-05-07T18:37:54.000Z","147","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.2939999908208847","1.53367178440094"
"jolly-sweep-676","finished","-","liorf","","2022-05-07T18:35:25.000Z","145","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.28266667723655703","1.6233633995056151"
"polished-sweep-675","finished","-","liorf","","2022-05-07T18:32:57.000Z","143","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.33199998140335085","1.4472014427185058"
"decent-sweep-674","finished","-","liorf","","2022-05-07T18:30:25.000Z","146","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.3439999848604202","1.605528473854065"
"devout-sweep-673","finished","-","liorf","","2022-05-07T18:27:59.000Z","140","e4hlnb4l","50","mnist","10000","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.38000001311302184","1.4229344129562378"
"polished-sweep-672","finished","-","liorf","","2022-05-07T18:25:06.000Z","168","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.20320001244544983","1.7225993394851684"
"wild-sweep-671","finished","-","liorf","","2022-05-07T18:22:23.000Z","157","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.2069999948143959","1.71517117023468"
"deep-sweep-670","finished","-","liorf","","2022-05-07T18:19:39.000Z","158","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.1786666691303253","1.7960913181304932"
"soft-sweep-669","finished","-","liorf","","2022-05-07T18:17:05.000Z","147","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.2979999840259552","1.535286283493042"
"robust-sweep-668","finished","-","liorf","","2022-05-07T18:14:40.000Z","143","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.26400000751018526","1.634615993499756"
"neat-sweep-667","finished","-","liorf","","2022-05-07T18:12:14.000Z","142","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3119999885559082","1.429421329498291"
"crisp-sweep-666","finished","-","liorf","","2022-05-07T18:09:43.000Z","144","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.30399999022483826","1.631461262702942"
"dashing-sweep-665","finished","-","liorf","","2022-05-07T18:07:17.000Z","142","e4hlnb4l","50","mnist","1000","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.26000000834465026","1.5108964443206787"
"youthful-sweep-664","finished","-","liorf","","2022-05-07T18:04:29.000Z","164","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.1920000061392784","1.693191409111023"
"sparkling-sweep-663","finished","-","liorf","","2022-05-07T18:01:48.000Z","155","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.18799999505281448","1.7284792423248292"
"mild-sweep-662","finished","-","liorf","","2022-05-07T17:59:03.000Z","158","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.18799999952316285","1.785861253738403"
"celestial-sweep-661","finished","-","liorf","","2022-05-07T17:56:33.000Z","143","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3059999942779541","1.5452950477600098"
"deft-sweep-660","finished","-","liorf","","2022-05-07T17:54:01.000Z","146","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.26133334040641787","1.6406930446624757"
"silvery-sweep-659","finished","-","liorf","","2022-05-07T17:51:33.000Z","144","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.32399998903274535","1.4363494157791137"
"treasured-sweep-658","finished","-","liorf","","2022-05-07T17:49:04.000Z","143","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.2879999905824661","1.597642469406128"
"lemon-sweep-657","finished","-","liorf","","2022-05-07T17:46:27.000Z","154","e4hlnb4l","50","mnist","100","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.28000000715255735","1.544508194923401"
"tough-sweep-656","finished","-","liorf","","2022-05-07T17:43:31.000Z","170","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.20000000894069672","1.7690939903259275"
"olive-sweep-655","finished","-","liorf","","2022-05-07T17:41:04.000Z","142","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.2239999920129776","1.7281640768051147"
"sparkling-sweep-654","finished","-","liorf","","2022-05-07T17:38:34.000Z","146","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.19866666793823243","1.7476951122283937"
"absurd-sweep-653","finished","-","liorf","","2022-05-07T17:36:08.000Z","137","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3159999966621399","1.559466314315796"
"glorious-sweep-652","finished","-","liorf","","2022-05-07T17:33:49.000Z","136","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.24000000655651096","1.6505775451660156"
"astral-sweep-651","finished","-","liorf","","2022-05-07T17:31:27.000Z","139","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3519999861717224","1.4399475574493408"
"iconic-sweep-650","finished","-","liorf","","2022-05-07T17:29:06.000Z","136","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.3439999848604202","1.5659127950668337"
"atomic-sweep-649","finished","-","liorf","","2022-05-07T17:26:42.000Z","136","e4hlnb4l","50","mnist","10","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.2400000050663948","1.8079323291778564"
"autumn-sweep-648","finished","-","liorf","","2022-05-07T17:23:54.000Z","162","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.20080001056194305","1.7598209142684935"
"valiant-sweep-647","finished","-","liorf","","2022-05-07T17:20:59.000Z","172","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.22399999797344208","1.731187391281128"
"comic-sweep-646","finished","-","liorf","","2022-05-07T17:18:12.000Z","160","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.19600000232458115","1.7507375240325929"
"devout-sweep-645","finished","-","liorf","","2022-05-07T17:15:36.000Z","151","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3159999966621399","1.56750807762146"
"wobbly-sweep-644","finished","-","liorf","","2022-05-07T17:12:28.000Z","184","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.24533333778381347","1.652570366859436"
"grateful-sweep-643","finished","-","liorf","","2022-05-07T17:09:59.000Z","146","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3519999921321869","1.43231360912323"
"northern-sweep-642","finished","-","liorf","","2022-05-07T17:07:28.000Z","144","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.3119999885559082","1.563911533355713"
"proud-sweep-641","finished","-","liorf","","2022-05-07T17:05:03.000Z","139","e4hlnb4l","50","mnist","0.001","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.3200000077486038","1.5728742837905885"
"silvery-sweep-640","finished","-","liorf","","2022-05-07T17:02:10.000Z","166","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.19200000911951065","1.7752315044403075"
"worthy-sweep-639","finished","-","liorf","","2022-05-07T16:59:34.000Z","153","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.21299999356269836","1.739421820640564"
"distinctive-sweep-638","finished","-","liorf","","2022-05-07T16:56:57.000Z","150","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.1640000030398369","1.763892078399658"
"northern-sweep-637","finished","-","liorf","","2022-05-07T16:54:30.000Z","140","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.31599998474121094","1.5452645301818848"
"effortless-sweep-636","finished","-","liorf","","2022-05-07T16:51:57.000Z","146","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.2853333383798599","1.6416379451751708"
"polar-sweep-635","finished","-","liorf","","2022-05-07T16:49:26.000Z","146","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3479999899864197","1.4577995777130126"
"desert-sweep-634","finished","-","liorf","","2022-05-07T16:46:55.000Z","148","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.24799998700618744","1.5670629024505616"
"curious-sweep-633","finished","-","liorf","","2022-05-07T16:44:23.000Z","145","e4hlnb4l","25","mnist","5000","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.24000000804662705","1.8128494501113892"
"super-sweep-632","finished","-","liorf","","2022-05-07T16:41:29.000Z","167","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.17120000794529916","1.8077577352523804"
"azure-sweep-631","finished","-","liorf","","2022-05-07T16:38:47.000Z","154","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.22999999225139617","1.6793719291687013"
"hearty-sweep-630","finished","-","liorf","","2022-05-07T16:36:15.000Z","147","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.1653333395719528","1.7444219827651977"
"light-sweep-629","finished","-","liorf","","2022-05-07T16:33:49.000Z","141","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.31999998688697817","1.5628118515014648"
"dutiful-sweep-628","finished","-","liorf","","2022-05-07T16:31:19.000Z","142","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.27733334004878996","1.6320493459701535"
"distinctive-sweep-627","finished","-","liorf","","2022-05-07T16:28:54.000Z","140","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.307999986410141","1.4811342000961305"
"northern-sweep-626","finished","-","liorf","","2022-05-07T16:26:29.000Z","141","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.24799999445676804","1.5553631782531738"
"iconic-sweep-625","finished","-","liorf","","2022-05-07T16:24:00.000Z","144","e4hlnb4l","25","mnist","75","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.2200000062584877","1.9139286279678345"
"devoted-sweep-624","finished","-","liorf","","2022-05-07T16:21:14.000Z","163","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.16560001000761987","1.81417977809906"
"polished-sweep-623","finished","-","liorf","","2022-05-07T16:18:33.000Z","158","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.22699999213218688","1.6724663019180297"
"floral-sweep-622","finished","-","liorf","","2022-05-07T16:16:04.000Z","147","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.15866667330265044","1.7407292127609253"
"breezy-sweep-621","finished","-","liorf","","2022-05-07T16:13:37.000Z","140","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.31999998688697817","1.5653944730758669"
"fanciful-sweep-620","finished","-","liorf","","2022-05-07T16:11:10.000Z","143","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.27200000882148745","1.6093813180923462"
"mild-sweep-619","finished","-","liorf","","2022-05-07T16:08:43.000Z","142","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3079999923706055","1.4717360258102417"
"divine-sweep-618","finished","-","liorf","","2022-05-07T16:06:13.000Z","145","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.27999999523162844","1.544389247894287"
"good-sweep-617","finished","-","liorf","","2022-05-07T16:03:48.000Z","141","e4hlnb4l","25","mnist","50","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.28000000566244126","1.8958703994750976"
"fast-sweep-616","finished","-","liorf","","2022-05-07T16:01:00.000Z","163","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.1696000099182129","1.709264326095581"
"driven-sweep-615","finished","-","liorf","","2022-05-07T15:58:24.000Z","153","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.214999994635582","1.694709801673889"
"divine-sweep-614","finished","-","liorf","","2022-05-07T15:55:53.000Z","148","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.16800000369548798","1.74069504737854"
"hopeful-sweep-613","finished","-","liorf","","2022-05-07T15:53:23.000Z","143","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3159999936819077","1.5748008728027345"
"distinctive-sweep-612","finished","-","liorf","","2022-05-07T15:50:53.000Z","143","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.28000000715255735","1.6033119201660155"
"different-sweep-611","finished","-","liorf","","2022-05-07T15:48:29.000Z","141","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3159999907016754","1.4852383852005004"
"sparkling-sweep-610","finished","-","liorf","","2022-05-07T15:46:04.000Z","142","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.2959999918937683","1.540241241455078"
"light-sweep-609","finished","-","liorf","","2022-05-07T15:43:39.000Z","140","e4hlnb4l","25","mnist","25","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.20000000447034835","1.984404253959656"
"denim-sweep-608","finished","-","liorf","","2022-05-07T15:40:48.000Z","165","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.1728000096976757","1.753817629814148"
"stilted-sweep-607","finished","-","liorf","","2022-05-07T15:38:06.000Z","156","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.1949999943375587","1.8049663782119751"
"ethereal-sweep-606","finished","-","liorf","","2022-05-07T15:35:37.000Z","145","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.15733333826065063","1.72993905544281"
"fast-sweep-605","finished","-","liorf","","2022-05-07T15:33:11.000Z","142","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3079999893903732","1.586471939086914"
"revived-sweep-604","finished","-","liorf","","2022-05-07T15:30:46.000Z","143","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.2506666749715805","1.657365345954895"
"comfy-sweep-603","finished","-","liorf","","2022-05-07T15:28:14.000Z","145","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.32399998903274535","1.4707366704940796"
"peach-sweep-602","finished","-","liorf","","2022-05-07T15:25:49.000Z","141","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.27999999225139616","1.5403130531311036"
"happy-sweep-601","finished","-","liorf","","2022-05-07T15:23:21.000Z","144","e4hlnb4l","25","mnist","5","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.2800000086426735","2.0180651426315306"
"fancy-sweep-600","finished","-","liorf","","2022-05-07T15:20:26.000Z","168","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.2024000123143196","1.7450085639953614"
"dauntless-sweep-599","finished","-","liorf","","2022-05-07T15:16:55.000Z","207","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.2149999886751175","1.7292763233184814"
"hearty-sweep-598","finished","-","liorf","","2022-05-07T15:13:30.000Z","202","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.16666667014360428","1.7630358934402466"
"feasible-sweep-597","finished","-","liorf","","2022-05-07T15:10:33.000Z","174","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3099999874830246","1.5479389667510983"
"hopeful-sweep-596","finished","-","liorf","","2022-05-07T15:07:17.000Z","190","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.2880000025033951","1.6452672004699709"
"rosy-sweep-595","finished","-","liorf","","2022-05-07T15:03:48.000Z","202","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3319999873638153","1.4515212297439577"
"lunar-sweep-594","finished","-","liorf","","2022-05-07T15:01:12.000Z","150","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.2639999896287918","1.5764863967895508"
"swept-sweep-593","finished","-","liorf","","2022-05-07T14:58:41.000Z","145","e4hlnb4l","25","mnist","10000","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.24000000804662705","1.8544523239135744"
"toasty-sweep-592","finished","-","liorf","","2022-05-07T14:55:49.000Z","164","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.18720000833272937","1.782328963279724"
"spring-sweep-591","finished","-","liorf","","2022-05-07T14:53:08.000Z","157","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.21499999165534972","1.7212915420532229"
"sweepy-sweep-590","finished","-","liorf","","2022-05-07T14:50:34.000Z","148","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.17066666930913926","1.759321975708008"
"curious-sweep-589","finished","-","liorf","","2022-05-07T14:48:06.000Z","144","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.31399999260902406","1.552499485015869"
"stoic-sweep-588","finished","-","liorf","","2022-05-07T14:45:36.000Z","143","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.2853333353996277","1.6179834604263306"
"deep-sweep-587","finished","-","liorf","","2022-05-07T14:43:04.000Z","145","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3279999911785126","1.4879308700561524"
"cool-sweep-586","finished","-","liorf","","2022-05-07T14:40:32.000Z","145","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.26399999260902407","1.5651613235473634"
"fancy-sweep-585","finished","-","liorf","","2022-05-07T14:38:07.000Z","142","e4hlnb4l","25","mnist","1000","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.26000000685453417","1.856714963912964"
"drawn-sweep-584","finished","-","liorf","","2022-05-07T14:35:16.000Z","165","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.1704000063240528","1.8121967554092409"
"gentle-sweep-583","finished","-","liorf","","2022-05-07T14:32:34.000Z","155","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.22199999392032624","1.6805132150650024"
"kind-sweep-582","finished","-","liorf","","2022-05-07T14:30:02.000Z","147","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.1613333374261856","1.746116328239441"
"honest-sweep-581","finished","-","liorf","","2022-05-07T14:27:32.000Z","143","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.31599998772144317","1.5437212467193604"
"dark-sweep-580","finished","-","liorf","","2022-05-07T14:25:02.000Z","146","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.26133334040641787","1.623468780517578"
"rosy-sweep-579","finished","-","liorf","","2022-05-07T14:22:24.000Z","149","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.31199999451637267","1.460359311103821"
"magic-sweep-578","finished","-","liorf","","2022-05-07T14:20:00.000Z","141","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.28799999356269834","1.5475263833999633"
"youthful-sweep-577","finished","-","liorf","","2022-05-07T14:17:34.000Z","142","e4hlnb4l","25","mnist","100","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.26000000685453417","1.882456350326538"
"cerulean-sweep-576","finished","-","liorf","","2022-05-07T14:14:43.000Z","166","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.1736000083386898","1.7348609447479248"
"sweet-sweep-575","finished","-","liorf","","2022-05-07T14:12:00.000Z","156","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.21399999260902405","1.7736229419708252"
"eager-sweep-574","finished","-","liorf","","2022-05-07T14:09:25.000Z","148","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.1640000030398369","1.7370328187942503"
"leafy-sweep-573","finished","-","liorf","","2022-05-07T14:06:57.000Z","144","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3079999893903732","1.579253339767456"
"gentle-sweep-572","finished","-","liorf","","2022-05-07T14:04:30.000Z","143","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.2480000048875809","1.6477165222167969"
"graceful-sweep-571","finished","-","liorf","","2022-05-07T14:01:59.000Z","144","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.3119999885559082","1.4632394790649417"
"hopeful-sweep-570","finished","-","liorf","","2022-05-07T13:59:32.000Z","143","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.2399999886751175","1.587147092819214"
"fanciful-sweep-569","finished","-","liorf","","2022-05-07T13:57:07.000Z","141","e4hlnb4l","25","mnist","10","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.30000001192092896","2.0184295415878295"
"fragrant-sweep-568","finished","-","liorf","","2022-05-07T13:54:15.000Z","167","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.175200005620718","1.7408548831939696"
"rosy-sweep-567","finished","-","liorf","","2022-05-07T13:51:34.000Z","154","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.21599999368190764","1.7749163150787353"
"pretty-sweep-566","finished","-","liorf","","2022-05-07T13:49:05.000Z","145","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.16133334040641784","1.7413213014602662"
"dulcet-sweep-565","finished","-","liorf","","2022-05-07T13:46:34.000Z","144","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","20","10","5","0.1","false","1","10","5","10","0.3099999904632568","1.5798678398132324"
"swept-sweep-564","finished","-","liorf","","2022-05-07T13:44:06.000Z","146","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","15","10","5","0.1","false","1","10","5","10","0.2480000048875809","1.6497758626937866"
"neat-sweep-563","finished","-","liorf","","2022-05-07T13:41:35.000Z","143","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","10","10","5","0.1","false","1","10","5","10","0.31999998688697817","1.4670550584793092"
"northern-sweep-562","finished","-","liorf","","2022-05-07T13:39:09.000Z","142","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","5","10","5","0.1","false","1","10","5","10","0.2399999886751175","1.593802285194397"
"lunar-sweep-561","finished","-","liorf","","2022-05-07T13:36:44.000Z","139","e4hlnb4l","25","mnist","0.001","true","8","0.01","100","1000","100","2","10","5","0.1","false","1","10","5","10","0.2600000098347664","2.0463309288024902"
"different-sweep-560","finished","-","liorf","","2022-05-07T13:33:52.000Z","164","e4hlnb4l","5","mnist","5000","true","8","0.01","100","1000","100","50","10","5","0.1","false","1","10","5","10","0.2024000108242035","1.6469010353088378"
"wild-sweep-559","finished","-","liorf","","2022-05-07T13:31:10.000Z","157","e4hlnb4l","5","mnist","5000","true","8","0.01","100","1000","100","40","10","5","0.1","false","1","10","5","10","0.23999999165534977","1.9068912506103517"
"crimson-sweep-558","finished","-","liorf","","2022-05-07T13:28:37.000Z","147","e4hlnb4l","5","mnist","5000","true","8","0.01","100","1000","100","30","10","5","0.1","false","1","10","5","10","0.2120000056922436","1.5926698684692382"
